80,truck,1,940,374,100,149
80,car,0,723,364,78,80
80,car,1,1053,363,78,72
80,car,2,907,314,73,77
82,truck,0,1061,448,132,195
82,truck,1,940,376,100,150
82,car,0,722,366,78,80
82,car,1,1054,365,78,73
82,car,2,907,315,74,78
84,truck,0,1062,452,133,198
84,truck,1,941,378,101,151
84,car,0,721,368,78,81
84,car,1,1056,367,79,73
84,car,2,907,317,74,78
86,truck,0,1062,456,134,201
86,truck,1,942,381,102,152
86,car,0,719,370,79,82
86,car,1,1057,370,79,74
86,car,2,908,319,75,79
88,truck,0,1063,460,135,204
88,truck,1,942,383,102,153
88,car,0,717,372,80,83
88,car,1,1059,372,80,74
88,car,2,908,322,75,79
90,truck,0,1063,465,137,206
90,truck,1,943,386,103,154
90,car,0,716,375,81,84
90,car,1,1061,375,81,75
90,car,2,909,324,76,79
92,truck,0,1063,470,139,209
92,truck,1,944,388,104,155
92,car,0,714,377,81,85
92,car,1,1063,378,81,76
92,car,2,910,326,77,80
94,truck,0,1062,475,141,211
94,truck,1,945,391,105,156
94,car,0,712,379,82,86
94,car,1,1065,380,82,76
94,car,2,910,329,77,80
96,truck,0,1062,481,143,214
96,truck,1,945,393,105,157
96,car,0,710,381,83,87
96,car,1,1068,383,82,77
96,car,2,911,331,78,81
98,truck,0,1062,486,145,216
98,truck,1,946,396,106,158
98,car,0,708,384,84,88
98,car,1,1070,386,83,78
98,car,2,911,333,78,81
100,truck,0,1062,491,146,218
100,truck,1,947,398,107,159
100,car,0,706,386,85,89
100,car,1,1072,389,83,79
100,car,2,912,336,79,82
102,truck,0,1062,496,148,221
102,truck,1,948,401,108,161
102,car,0,705,388,86,90
102,car,1,1074,391,84,79
102,car,2,912,338,79,82
104,truck,0,1061,501,150,223
104,truck,1,949,404,109,162
104,car,0,703,390,86,91
104,car,1,1076,394,85,80
104,car,2,913,340,80,82
106,truck,0,1061,506,152,225
106,truck,1,950,406,109,163
106,car,0,701,393,87,92
106,car,1,1078,397,85,81
106,car,2,914,342,81,83
108,truck,0,1061,511,154,228
108,truck,1,951,409,110,165
108,car,0,699,395,88,93
108,car,1,1080,400,86,82
108,car,2,914,345,81,83
110,truck,0,1061,517,156,231
110,truck,1,952,411,111,166
110,car,0,697,397,89,94
110,car,1,1082,402,86,82
110,car,2,915,347,82,84
112,truck,0,1062,522,157,235
112,truck,1,952,414,112,168
112,car,0,696,399,90,95
112,car,1,1085,405,87,83
112,car,2,915,349,82,84
114,truck,0,1062,527,159,239
114,truck,1,953,416,113,169
114,car,0,694,402,91,96
114,car,1,1087,408,87,84
114,car,2,916,352,83,84
116,truck,0,1062,533,160,243
116,truck,1,954,419,113,170
116,car,0,692,404,92,97
116,car,1,1089,411,88,85
116,car,2,916,354,83,85
118,truck,0,1063,538,162,246
118,truck,1,955,421,114,172
118,car,0,690,407,92,97
118,car,1,1091,413,88,85
118,car,2,917,356,84,85
120,truck,0,1063,543,163,250
120,truck,1,956,424,115,173
120,car,0,688,410,93,98
120,car,1,1093,416,89,86
120,car,2,917,359,84,86
122,truck,0,1063,548,165,254
122,truck,1,957,427,116,175
122,car,0,686,413,94,98
122,car,1,1096,420,90,87
122,car,2,918,361,85,86
122,car,3,675,290,62,51
124,truck,0,1064,554,166,258
124,truck,1,957,430,118,176
124,car,0,684,416,95,99
124,car,1,1098,424,91,87
124,car,2,919,363,86,87
124,car,3,673,291,62,52
126,truck,0,1064,559,168,262
126,truck,1,958,433,119,178
126,car,0,682,419,96,99
126,car,1,1101,428,92,88
126,car,2,919,365,86,87
126,car,3,672,293,63,52
128,truck,0,1064,567,171,264
128,truck,1,959,436,120,180
128,car,0,680,422,96,100
128,car,1,1104,431,93,88
128,car,2,920,368,87,87
128,car,3,671,294,63,52
130,truck,0,1065,574,174,266
130,truck,1,959,439,121,182
130,car,0,678,425,97,100
130,car,1,1107,435,94,89
130,car,2,920,370,87,88
130,car,3,670,296,64,53
132,truck,0,1065,582,176,268
132,truck,1,960,442,123,183
132,car,0,676,428,98,101
132,car,1,1109,439,95,89
132,car,2,921,372,88,88
132,car,3,669,298,64,53
134,truck,0,1066,589,179,270
134,truck,1,961,445,124,185
134,car,0,674,431,99,101
134,car,1,1112,443,96,90
134,car,2,921,375,88,89
134,car,3,668,299,64,53
136,truck,0,1066,597,182,272
136,truck,1,961,448,125,187
136,car,0,672,434,99,102
136,car,1,1115,447,97,90
136,car,2,922,377,89,89
136,car,3,667,301,65,54
138,truck,0,1067,604,184,278
138,truck,1,962,451,126,188
138,car,0,670,437,100,102
138,car,1,1117,451,98,91
138,car,2,923,380,90,90
138,car,3,665,302,65,54
140,truck,0,1068,611,187,284
140,truck,1,963,454,128,190
140,car,0,668,440,101,103
140,car,1,1120,455,99,91
140,car,2,923,383,91,91
140,car,3,664,304,66,54
142,truck,0,1069,618,189,290
142,truck,1,963,457,129,192
142,car,0,666,443,102,103
142,car,1,1123,459,100,92
142,car,2,924,386,91,92
142,car,3,663,305,66,55
142,car,4,915,272,64,60
144,truck,0,1071,625,192,296
144,truck,1,964,460,130,193
144,car,0,664,446,103,104
144,car,1,1126,462,101,92
144,car,2,924,390,92,94
144,car,3,662,307,67,55
144,car,4,916,273,65,60
146,truck,0,1072,631,194,301
146,truck,1,965,463,131,195
146,car,0,662,449,103,104
146,car,1,1128,466,102,93
146,car,2,925,393,93,95
146,car,3,661,308,67,55
146,car,4,916,275,65,60
148,truck,0,1073,638,196,307
148,truck,1,966,467,133,197
148,car,0,659,452,104,105
148,car,1,1131,470,103,93
148,car,2,925,396,94,96
148,car,3,660,310,67,56
148,car,4,917,276,65,61
150,truck,0,1074,645,199,313
150,truck,1,967,471,134,199
150,car,0,656,455,105,105
150,car,1,1134,474,104,94
150,car,2,926,399,94,97
150,car,3,659,311,68,56
150,car,4,917,278,66,61
152,truck,0,1075,652,201,319
152,truck,1,968,476,135,201
152,car,0,653,458,106,106
152,car,1,1137,478,105,94
152,car,2,927,402,95,98
152,car,3,657,313,68,56
152,car,4,918,279,66,61
154,truck,0,1076,660,205,325
154,truck,1,970,480,137,203
154,car,0,651,461,106,106
154,car,1,1141,483,106,95
154,car,2,927,405,96,99
154,car,3,656,315,69,56
154,car,4,918,281,66,61
156,truck,0,1076,669,210,331
156,truck,1,971,484,138,205
156,car,0,648,464,107,107
156,car,1,1145,488,107,96
156,car,2,928,408,97,100
156,car,3,654,317,69,57
156,car,4,919,282,66,62
158,truck,0,1077,677,214,336
158,truck,1,972,489,140,207
158,car,0,645,467,108,107
158,car,1,1149,492,108,97
158,car,2,928,411,98,101
158,car,3,653,319,69,57
158,car,4,919,284,67,62
160,truck,0,1077,685,218,342
160,truck,1,974,493,141,209
160,car,0,645,471,109,108
160,car,1,1153,497,109,98
160,car,2,929,415,98,103
160,car,3,651,321,70,57
160,car,4,920,285,67,62
162,truck,0,1078,694,223,348
162,truck,1,975,497,142,211
162,car,0,642,475,110,109
162,car,1,1158,502,111,99
162,car,2,929,418,99,104
162,car,3,650,323,70,58
162,car,5,765,281,64,56
162,car,4,920,287,67,62
164,truck,0,1079,703,227,354
164,truck,1,976,501,144,213
164,car,0,639,479,111,111
164,car,1,1162,506,112,100
164,car,2,930,421,100,105
164,car,3,648,325,71,58
164,car,5,765,282,64,57
164,car,4,921,288,68,63
166,truck,0,1080,713,230,359
166,truck,1,977,506,145,215
166,car,0,637,483,112,112
166,car,1,1166,511,113,101
166,car,2,930,424,101,106
166,car,3,647,327,71,58
166,car,5,764,284,65,57
166,car,4,921,290,68,63
168,truck,1,979,510,146,217
168,car,0,634,487,113,114
168,car,1,1170,515,114,102
168,car,2,931,427,102,107
168,car,3,645,329,72,59
168,car,5,763,285,65,57
168,car,4,922,291,68,63
170,truck,1,980,514,148,219
170,car,0,631,491,113,115
170,car,1,1174,520,115,103
170,car,2,932,430,102,108
170,car,3,644,331,72,59
170,car,5,762,286,66,58
170,car,4,922,293,68,63
172,truck,1,981,519,149,221
172,car,0,628,495,114,117
172,car,1,1178,525,116,104
172,car,2,932,433,103,109
172,car,3,642,333,72,59
172,car,5,762,288,66,58
172,car,4,923,294,69,64
174,truck,1,983,523,151,223
174,car,0,625,499,115,118
174,car,1,1182,529,118,106
174,car,2,933,436,104,110
174,car,3,641,335,73,60
174,car,5,761,290,67,58
174,car,4,923,296,69,64
176,truck,1,984,527,152,225
176,car,0,622,503,116,120
176,car,1,1186,534,120,109
176,car,2,933,440,105,112
176,car,3,639,337,73,60
176,car,5,760,291,67,58
176,car,4,923,298,70,64
178,truck,1,985,531,153,227
178,car,0,620,507,117,121
178,car,1,1190,539,122,112
178,car,2,934,443,105,113
178,car,3,638,339,74,60
178,car,5,759,293,67,59
178,car,4,924,300,70,65
180,truck,1,987,536,155,229
180,car,0,617,511,118,122
180,car,1,1194,544,125,115
180,car,2,934,446,106,114
180,car,3,636,341,74,61
180,car,5,759,295,68,59
180,car,4,924,302,71,65
182,truck,1,988,540,156,231
182,car,0,614,515,119,124
182,car,1,1198,548,127,118
182,car,2,935,449,107,115
182,car,3,635,342,75,61
182,car,5,758,297,68,59
182,car,4,924,304,71,66
184,truck,1,990,545,158,234
184,car,0,611,519,120,125
184,car,1,1202,553,129,121
184,car,2,934,453,108,116
184,car,3,633,344,75,61
184,car,5,757,299,68,59
184,car,4,925,306,72,66
186,truck,1,991,550,159,237
186,car,0,608,523,121,127
186,car,1,1206,558,131,124
186,car,2,934,458,110,118
186,car,3,632,346,75,62
186,car,5,756,300,69,59
186,car,4,925,308,73,66
188,truck,1,993,555,161,240
188,car,0,605,527,121,128
188,car,1,1211,564,132,125
188,car,2,933,462,111,119
188,car,3,630,348,76,62
188,car,5,756,302,69,60
188,car,4,925,310,73,67
190,truck,1,995,560,163,243
190,car,0,603,531,122,130
190,car,1,1217,571,133,125
190,car,2,933,467,112,121
190,car,3,629,350,76,62
190,car,5,755,304,70,60
190,car,4,926,312,74,67
192,truck,1,997,565,165,245
192,car,0,600,535,123,131
192,car,1,1224,578,134,126
192,car,2,932,471,113,122
192,car,3,627,352,77,63
192,car,5,754,306,70,60
192,car,4,926,313,74,68
194,truck,1,998,570,166,248
194,car,0,597,539,124,133
194,car,1,1230,585,134,126
194,car,2,931,475,115,124
194,car,3,626,354,77,63
194,car,5,753,307,70,60
194,car,4,927,315,75,68
196,truck,1,1000,575,168,251
196,car,0,594,543,125,134
196,car,1,1236,592,135,126
196,car,2,931,480,116,125
196,car,3,624,356,78,63
196,car,5,752,309,71,60
196,car,4,927,317,75,69
198,truck,1,1002,580,170,254
198,car,0,590,548,127,136
198,car,1,1242,600,136,127
198,car,2,930,484,117,126
198,car,3,623,358,78,64
198,car,5,752,311,71,61
198,car,4,927,319,76,69
200,truck,1,1004,586,172,257
200,car,0,586,554,129,137
200,car,1,1248,607,137,129
200,car,2,929,489,119,128
200,car,3,621,360,78,64
200,car,5,751,313,72,61
200,car,4,928,321,77,69
202,truck,1,1005,591,173,260
202,car,0,582,559,131,139
202,car,1,1255,614,139,130
202,car,2,929,493,120,129
202,car,3,620,362,79,64
202,car,5,750,315,72,61
202,car,4,928,323,77,70
204,truck,1,1007,596,175,263
204,car,0,578,565,133,140
204,car,1,1261,621,140,132
204,car,2,928,498,121,131
204,car,3,618,364,79,65
204,car,5,749,316,72,61
204,car,4,928,325,78,70
206,truck,1,1009,601,177,266
206,car,0,574,570,135,142
206,car,1,1267,628,143,134
206,car,2,928,502,122,132
206,car,3,617,366,80,65
206,car,5,749,318,73,61
206,car,4,929,327,78,71
208,truck,1,1010,606,178,269
208,car,0,570,576,137,143
208,car,1,1273,635,145,135
208,car,2,927,506,124,134
208,car,3,615,368,80,65
208,car,5,748,320,73,62
208,car,4,929,329,79,71
210,truck,1,1012,611,180,271
210,car,0,566,581,139,145
210,car,1,1279,643,148,137
210,car,2,926,511,125,135
210,car,3,614,370,81,66
210,car,5,747,322,73,62
210,car,4,929,331,80,72
212,truck,1,1014,616,182,274
212,car,0,562,587,141,146
212,car,1,1286,650,150,139
212,car,2,926,515,126,137
212,car,3,612,372,81,66
212,car,5,746,323,74,62
212,car,4,930,334,80,73
214,truck,1,1016,621,184,277
214,car,0,558,592,142,148
214,car,1,1292,657,153,140
214,car,2,925,520,128,138
214,car,3,610,375,82,67
214,car,5,746,325,74,62
214,car,4,930,336,81,73
216,truck,1,1017,626,185,280
216,car,0,554,597,144,149
216,car,1,1298,664,156,142
216,car,2,925,524,129,139
216,car,3,608,377,82,67
216,car,5,745,327,75,62
216,car,4,930,338,81,74
218,truck,1,1019,631,187,283
218,car,0,550,603,146,151
218,car,1,1304,672,157,145
218,car,2,924,528,130,141
218,car,3,605,380,83,68
218,car,5,744,329,75,62
218,car,4,930,341,82,75
220,truck,1,1021,637,189,287
220,car,0,546,608,148,152
220,car,1,1310,679,158,149
220,car,2,923,533,131,142
220,car,3,603,383,84,69
220,car,5,743,331,75,63
220,car,4,931,343,82,76
222,truck,1,1023,644,192,292
222,car,0,542,614,150,154
222,car,1,1317,686,164,154
222,car,2,922,538,133,144
222,car,3,601,386,84,70
222,car,5,743,332,76,63
222,car,4,931,345,83,77
224,truck,1,1025,650,194,296
224,car,0,538,619,152,155
224,car,1,1323,693,169,158
224,car,2,920,545,135,146
224,car,3,599,388,85,70
224,car,5,742,334,76,63
224,car,4,931,348,83,78
226,truck,1,1027,657,197,301
226,car,0,534,625,154,157
226,car,1,1331,703,169,160
226,car,2,918,551,136,148
226,car,3,596,391,86,71
226,car,5,741,336,76,63
226,car,4,932,350,84,78
228,truck,1,1029,663,199,305
228,car,0,530,630,156,158
228,car,1,1340,714,172,162
228,car,2,916,558,138,150
228,car,3,594,394,86,72
228,car,5,740,338,77,63
228,car,4,932,352,84,79
230,truck,1,1031,670,201,310
230,car,0,525,637,158,161
230,car,1,1348,725,174,165
230,car,2,914,564,140,152
230,car,3,592,396,87,72
230,car,5,740,339,77,64
230,car,4,932,355,85,80
232,truck,1,1033,676,204,314
232,car,0,521,644,159,164
232,car,1,1357,736,177,167
232,car,2,912,571,141,155
232,car,3,590,399,88,73
232,car,5,739,341,78,64
232,car,4,933,357,85,81
234,truck,1,1035,683,206,319
234,car,0,516,651,161,166
234,car,1,1366,747,180,169
234,car,2,910,577,143,157
234,car,3,588,402,88,74
234,car,5,738,343,78,64
234,car,4,933,359,86,82
236,truck,1,1037,689,208,323
236,car,0,511,658,163,169
236,car,1,1374,758,182,171
236,car,2,908,584,145,159
236,car,3,585,405,89,75
236,car,5,737,345,79,65
236,car,4,933,362,86,82
238,truck,1,1039,696,211,328
238,car,0,507,665,165,172
238,car,1,1383,768,185,174
238,car,2,906,590,146,161
238,car,3,583,407,90,75
238,car,5,735,348,79,65
238,car,4,933,364,87,83
240,truck,1,1041,703,213,332
240,car,0,502,672,166,175
240,car,1,1391,779,187,176
240,car,2,904,597,148,163
240,car,3,581,410,90,76
240,car,5,734,350,80,66
240,car,4,934,366,87,84
242,truck,1,1042,710,216,335
242,car,0,497,679,168,178
242,car,1,1400,790,190,178
242,car,2,903,603,150,165
242,car,3,579,413,91,77
242,car,5,732,352,80,67
242,car,4,934,369,88,85
244,truck,1,1044,717,219,339
244,car,0,493,686,170,181
244,car,1,1409,801,192,186
244,car,2,901,610,152,167
244,car,3,576,415,92,77
244,car,5,731,355,81,67
244,car,4,934,371,88,86
246,truck,1,1045,724,222,342
246,car,0,488,693,171,183
246,car,1,1417,812,197,189
246,car,2,899,616,153,169
246,car,3,574,418,92,78
246,car,5,730,357,81,68
246,car,4,935,373,89,86
248,truck,1,1049,737,226,343
248,car,0,483,700,173,186
248,car,1,1426,822,202,192
248,car,2,897,623,155,171
248,car,3,572,421,93,79
248,car,5,728,359,82,69
248,car,4,935,376,89,87
250,truck,1,1049,743,228,336
250,car,0,479,707,175,189
250,car,1,1434,833,207,195
250,car,2,895,629,157,173
250,car,3,570,424,94,80
250,car,5,727,361,83,70
250,car,4,935,378,90,88
252,truck,1,1050,752,235,327
252,car,0,474,714,176,192
252,car,2,893,636,158,176
252,car,3,568,426,94,80
252,car,5,725,364,83,70
252,car,4,936,380,90,89
254,truck,1,1058,761,232,318
254,car,0,469,721,178,195
254,car,2,891,642,160,178
254,car,3,565,429,95,81
254,car,5,724,366,84,71
254,car,4,936,383,91,90
256,car,0,464,729,181,198
256,car,2,889,649,162,180
256,car,3,563,432,96,82
256,car,5,723,368,84,72
256,car,4,936,385,91,91
258,car,0,457,738,184,201
258,car,2,887,655,163,182
258,car,3,561,435,97,83
258,car,5,721,371,85,72
258,car,4,936,387,92,91
260,car,0,451,747,187,205
260,car,2,885,662,165,184
260,car,3,558,439,98,84
260,car,5,720,373,85,73
260,car,4,937,390,92,92
262,car,0,445,756,190,208
262,car,2,882,670,167,187
262,car,3,555,442,99,85
262,car,5,719,375,86,74
262,car,4,937,392,93,93
264,car,0,438,765,193,212
264,car,2,879,679,170,190
264,car,3,552,446,100,86
264,car,5,717,378,86,74
264,car,4,938,396,94,94
266,car,0,432,773,196,215
266,car,2,875,688,172,194
266,car,3,549,450,101,87
266,car,5,716,380,87,75
266,car,4,938,399,95,95
268,car,0,425,782,199,219
268,car,2,872,698,175,197
268,car,3,546,454,102,88
268,car,5,714,382,88,76
268,car,4,939,403,96,96
270,car,0,419,791,202,222
270,car,2,869,707,177,201
270,car,3,543,458,103,90
270,car,5,713,384,88,77
270,car,4,940,406,97,97
272,car,0,412,803,206,224
272,car,2,865,716,180,204
272,car,3,540,461,104,91
272,car,5,712,387,89,77
272,car,4,941,410,98,98
274,car,0,406,815,209,226
274,car,2,862,726,182,208
274,car,3,537,465,105,92
274,car,5,710,389,89,78
274,car,4,941,414,99,99
276,car,0,399,828,213,227
276,car,2,858,735,185,211
276,car,3,534,469,107,93
276,car,5,709,391,90,79
276,car,4,942,417,100,100
278,car,0,392,840,216,229
278,car,2,855,744,187,215
278,car,3,531,473,108,94
278,car,5,707,394,90,79
278,car,4,943,421,101,101
278,car,6,904,280,60,53
280,car,0,385,851,220,226
280,car,2,851,754,190,218
280,car,3,528,477,109,95
280,car,5,706,396,91,80
280,car,4,943,424,102,101
280,car,6,904,281,61,53
282,car,0,376,860,225,219
282,car,2,848,763,192,222
282,car,3,525,480,110,96
282,car,5,704,399,92,81
282,car,4,944,428,103,102
282,car,6,905,283,61,54
284,car,2,844,774,196,226
284,car,3,522,484,111,98
284,car,5,702,402,93,81
284,car,4,945,431,104,103
284,car,6,905,285,61,54
286,car,2,839,785,200,231
286,car,3,519,488,112,99
286,car,5,700,406,94,82
286,car,4,945,435,105,104
286,car,6,906,286,62,54
288,car,2,835,796,204,235
288,car,3,516,492,113,100
288,car,5,698,409,95,82
288,car,4,946,439,106,105
288,car,6,906,288,62,54
290,car,2,831,806,207,239
290,car,3,513,496,114,101
290,car,5,696,412,96,83
290,car,4,947,442,107,106
290,car,6,907,290,62,55
292,car,2,826,817,211,244
292,car,3,510,499,115,102
292,car,5,694,415,97,84
292,car,4,948,446,108,107
292,car,6,907,291,63,55
294,car,2,822,828,215,248
294,car,3,507,503,116,103
294,car,5,692,419,97,84
294,car,4,948,449,109,108
294,car,6,907,293,63,55
296,car,3,503,508,118,105
296,car,5,690,422,98,85
296,car,4,949,453,110,109
296,car,6,908,295,63,55
298,car,3,500,513,119,106
298,car,5,688,425,99,86
298,car,4,950,458,112,110
298,car,6,908,297,63,56
300,car,3,497,518,120,107
300,car,5,687,428,100,86
300,car,4,951,463,113,111
300,car,6,909,298,64,56
302,car,3,494,523,121,108
302,car,5,685,432,101,87
302,car,4,952,467,115,112
302,car,6,909,300,64,56
304,car,3,491,528,123,109
304,car,5,683,435,102,87
304,car,4,953,472,117,113
304,car,6,910,302,64,56
306,car,3,488,533,124,110
306,car,5,681,438,103,88
306,car,4,954,477,118,115
306,car,6,910,303,65,57
308,car,3,485,538,125,111
308,car,5,679,441,104,89
308,car,4,955,482,120,116
308,car,6,910,305,65,57
310,car,3,482,543,126,112
310,car,5,677,444,105,89
310,car,4,956,487,122,117
310,car,6,911,307,65,57
312,car,3,478,548,128,112
312,car,5,675,448,106,90
312,car,4,957,492,123,118
312,car,6,911,308,66,57
314,car,3,474,554,129,113
314,car,5,673,451,107,90
314,car,4,958,496,125,119
314,car,6,912,310,66,58
316,car,3,470,561,130,114
316,car,5,671,454,108,91
316,car,4,959,501,127,120
316,car,6,912,312,66,58
318,car,3,466,567,131,115
318,car,5,669,457,109,92
318,car,4,960,506,128,121
318,car,6,913,313,67,58
320,car,3,462,573,132,116
320,car,5,667,461,110,93
320,car,4,961,511,130,122
320,car,6,913,315,67,58
322,car,3,458,579,134,117
322,car,5,664,465,111,94
322,car,4,962,516,132,123
322,car,6,913,317,67,59
324,car,3,453,586,135,118
324,car,5,661,469,112,95
324,car,4,963,521,133,124
324,car,6,914,319,67,59
326,car,3,449,592,136,119
326,car,5,658,473,113,97
326,car,4,964,526,135,127
326,car,6,914,320,68,59
328,car,3,445,598,137,120
328,car,5,655,477,114,98
328,car,4,966,531,136,130
328,car,6,915,322,68,59
330,car,3,441,604,139,121
330,car,5,652,481,115,99
330,car,4,967,536,138,133
330,car,6,915,324,68,60
332,car,3,437,611,140,122
332,car,5,649,485,116,101
332,car,4,969,541,139,137
332,car,6,916,325,69,60
334,car,3,433,617,141,123
334,car,5,646,489,117,102
334,car,4,971,546,141,140
334,car,6,916,327,69,60
336,car,3,427,625,144,125
336,car,5,643,493,118,103
336,car,4,972,551,142,143
336,car,6,916,329,70,61
338,car,3,421,633,146,128
338,car,5,640,497,119,104
338,car,4,974,558,144,145
338,car,6,916,332,70,61
340,car,3,415,641,149,130
340,car,5,637,501,120,106
340,car,4,976,565,145,146
340,car,6,917,334,71,62
342,car,3,409,649,152,132
342,car,5,634,505,121,107
342,car,4,977,573,147,147
342,car,6,917,336,71,62
344,car,3,403,657,154,135
344,car,5,631,509,122,108
344,car,4,979,581,148,148
344,car,6,917,339,72,63
346,car,3,398,665,157,137
346,car,5,627,513,124,112
346,car,4,981,588,149,149
346,car,6,917,341,72,63
348,car,3,392,673,160,139
348,car,5,623,518,126,109
348,car,4,982,596,151,150
348,car,6,918,344,73,64
350,car,3,386,681,162,142
350,car,5,619,523,126,105
350,car,4,984,604,152,151
350,car,6,918,346,74,64
352,car,3,380,689,165,144
